"West Georgia Tech",33.56742,-85.047084
"Carroll County Recreation Center ",33.562817,-85.044167
"Women Who Served In Military Conflicts",33.56716,-85.045064
"McIntosh Trail Chapter MOAA",33.566649,-85.045627
"Veterans Magnolia Memorial ",33.567035,-85.045444
"Carroll County Veterans Memorial Park",33.566445,-85.044703
"Recreation Center Park",33.562114,-85.043338
"Army Memorial Statues ",33.566158,-85.044701
"POW-MIA Memorial ",33.566435,-85.045206
"Veterans Memorial Fountain ",33.5667,-85.045271
"Dennis M  Thompson Amphitheater",33.569769,-85.044162
"Chester A. Roush Jr. Memorial Bench",33.566817,-85.045592
"Confederate Veterans Memorial ",33.566632,-85.045024
"Veteran's Memorial Gazebo",33.566806,-85.045386
"Wolf Plaza",33.580728,-85.119271
"UWG Stadium",33.580242,-85.121407
"VFW Memorial",33.602988,-85.024234
"Word of Life Church",33.604703,-85.023721
"VFW Tank",33.602885,-85.024199
"Garden Of Christus",33.545314,-85.0625
"Saint Matthew",33.546249,-85.062721
"Carroll Memory Gardens",33.544512,-85.062798
"Fallen Eagle ",33.560328,-85.092907
"Central Baptist Church",33.553744,-85.066852
"Piney Grove Baptist Church",33.551762,-85.122117
"Carroll County Veterans Building",33.553205,-85.037232
"Pleasant Hill Baptist Church",33.579871,-85.013621
"United Pentecostal Church",33.585115,-85.139721
"Fellowship Baptist Church",33.585462,-85.137764
"Tabernacle Baptist Church ",33.555506,-85.081467
"Knowledge is Power",33.553489,-85.075254
"Bankers Park",33.558478,-85.08296
"Carrollton Post Office",33.552445,-85.076881
"Banker's Park Dedication",33.558422,-85.083382
"Old Pathway Baptist Church ",33.610182,-85.030979
"Agape of God",33.616441,-85.044235
"Bethlehem Temple Church",33.608415,-85.018826
"Old Camp Methodist Church",33.557645,-85.134588
"Oak Mountain Presbyterian Church",33.558928,-85.02278
"Calvary Baptist Church",33.598434,-85.005208
"Midway West Church",33.560697,-85.139639
"First Baptist Church ",33.611262,-85.094387
"Hope Baptist Church",33.611069,-85.009327
"House of Praise Church",33.610969,-85.009642
"Mt Carmel Church",33.574838,-84.973816
"Concord Primitive Baptist Church ",33.630585,-85.06288
"Southern Hills Christian Church ",33.629552,-85.063706
"New Hope Baptist Church",33.594821,-84.977385
"Camp Creek Baptist Church, Inc.",33.585045,-85.164369
"Eureka Baptist Church",33.610454,-85.167558
"Old Carrollton Baptist Church",33.632383,-84.983785
"Christ Way Church",33.632031,-84.985358
"Cross Plains Christian Church",33.559509,-84.976664
"Cross Plains Baptist Church",33.55916,-84.974697
"King's Chapel Presbyterian Church",33.537876,-85.072494
"Stripling Chapel",33.541011,-85.073657
"Christway Baptist Church ",33.630943,-85.109751
"Pioneer Camping Area",33.601923,-85.165266
"John Tanner Park Visitor Center ",33.60233,-85.167744
"Tanner Park Group Shelter #1",33.602503,-85.169902
"Picnic Shelter #4",33.601701,-85.168643
"John Tanner Park",33.602088,-85.167023
"City of Mount Zion Athletic Park",33.605868,-85.169395
"Centerpoint Baptist",33.621633,-85.073759
"North Point Grand Community Center",33.626579,-85.08952
"Bethany Christian Church",33.624163,-84.993915
"Bethany Church Cemetery",33.623931,-84.9947
"Smith Memorial",33.623788,-84.995063
"Central Church of Christ ",33.631581,-85.12006
"Bethel United Methodist Church ",33.593576,-85.181991
